,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Estimates Start After
71,Montenegro,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",,-13.628,-11.505,-6.865,-7.176,-16.626,-31.654,-40.07,-49.471,-27.732,-20.31,-14.777,-15.28,-11.391,-12.41,-10.991,-16.235,-16.085,-17.001,-15.143,-17.949,-13.975,2019.0
72,North Macedonia,"Gross domestic product, constant prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No,4.539,-3.067,1.494,2.223,4.674,4.724,5.137,6.473,5.472,-0.359,3.359,2.34,-0.456,2.925,3.629,3.856,2.848,1.082,2.72,3.551,-4,7,2019.0
73,North Macedonia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No,14.414,14.278,14.721,15.328,16.476,17.792,19.272,21.07,22.656,22.747,23.785,24.85,25.211,26.403,27.868,29.244,30.388,31.295,32.93,34.694,33.517,36.563,2019.0
74,North Macedonia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No,4.136,-3.385,1.213,1.984,4.359,4.502,4.875,6.305,5.295,-0.558,3.13,2.215,-0.577,2.752,3.459,3.75,2.728,1.004,2.641,3.471,-4,7,2019.0
75,North Macedonia,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2010,6.608,5.199,2.314,1.105,-0.659,-0.57,3.272,2.794,7.522,-0.739,1.508,3.905,3.317,2.785,-0.282,-0.3,-0.239,1.352,1.458,0.766,-0.907,0.833,2019.0
76,North Macedonia,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2010,5.836,3.96,0.806,2.677,-2.167,1.092,3.117,6.153,4.052,-1.42,3.032,2.784,4.69,1.35,-0.5,-0.35,-0.21,2.382,0.84,0.434,-0.4,1,2019.0
77,North Macedonia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: National definition Primary domestic currency: Macedonian denar Data last updated: 04/2020,31.727,30.515,31.944,36.687,37.15,37.25,36.025,34.925,33.775,32.175,32.05,31.375,31,29,28.025,26.05,23.75,22.375,20.725,17.25,20.387,18.982,2018.0
78,North Macedonia,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Due to limited data on government assets, our net debt currently reflects gross debt net of government deposits. Fiscal assumptions: Budget forecast and medium term projections. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986. Lending minus repayment is included in total expenditures Basis of recording: Cash General government includes: Central Government; State Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans",2.375,-5.882,-5.242,-0.072,0.374,0.213,-0.508,0.577,-0.928,-2.628,-2.411,-2.474,-3.807,-3.836,-4.195,-3.475,-2.702,-2.74,-1.763,-1.954,-6.505,-3.052,2019.0
79,North Macedonia,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-1.791,-6.694,-8.927,-3.881,-7.914,-2.439,-0.427,-6.925,-12.802,-6.773,-2.028,-2.508,-3.164,-1.646,-0.505,-1.953,-2.852,-1.051,-0.139,-2.765,-2.172,-1.305,2019.0
80,Poland,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010",4.26,1.205,1.443,3.562,5.136,3.493,6.179,7.035,4.25,2.82,3.608,5.017,1.608,1.392,3.318,3.839,3.064,4.938,5.148,4.095,-4.579,4.232,2019.0
81,Poland,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2019 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010",445.905,461.177,475.236,501.305,541.239,577.593,631.845,694.465,738.058,764.658,801.475,859.27,889.833,918.048,966.067,"1,013.60","1,055.47","1,128.45","1,215.45","1,287.28","1,236.13","1,313.57",2019.0
82,Poland,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2019 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010",5.36,1.23,1.475,3.627,5.212,3.539,6.226,7.124,4.277,2.766,3.915,4.907,1.605,1.395,3.44,3.873,3.168,4.922,5.138,4.105,-4.519,4.316,2019.0
83,Poland,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 1998. Quarterly index has base January 2011.,10.1,5.5,1.9,0.842,3.492,2.133,1.033,2.492,4.217,3.45,2.583,4.267,3.7,0.9,-0.025,-0.933,-0.583,1.975,1.6,2.308,3.225,2.58,2019.0
84,Poland,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 1998. Quarterly index has base January 2011.,8.5,3.6,0.8,1.7,4.4,0.7,1.4,4,3.3,3.5,3.1,4.6,2.4,0.7,-1,-0.5,0.8,2.1,1.1,3.4,2.149,2.543,2019.0
85,Poland,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2019 Employment type: National definition Primary domestic currency: Polish zloty Data last updated: 04/2020,16.087,18.242,19.934,19.643,18.974,17.745,13.843,9.604,7.119,8.169,9.635,9.632,10.088,10.328,8.988,7.499,6.161,4.888,3.846,3.279,9.919,8.032,2019.0
86,Poland,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury. Eurostat Latest actual data: 2018 Notes: gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable Fiscal assumptions: Data is on a ESA-95 2004 and prior. Data is on ESA-2010 beginning 2005 (accrual) basis. Projections are based on the 2020 budget and take into account any subsequent legislated fiscal measures. Announced but not legislated fiscal measures are not reflected in the projections. Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value",-2.965,-4.759,-4.819,-6.043,-5.047,-3.962,-3.557,-1.853,-3.6,-7.253,-7.397,-4.88,-3.742,-4.182,-3.646,-2.616,-2.369,-1.459,-0.238,-0.708,-6.734,-3.511,2018.0
87,Poland,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-6.039,-3.122,-2.79,-2.516,-5.418,-2.599,-4.024,-6.385,-6.711,-4.058,-5.393,-5.169,-3.708,-1.279,-2.092,-0.55,-0.519,0.019,-0.994,0.489,0.159,0.1,2019.0
88,Romania,"Gross domestic product, constant prices",Percent change,,"Source: Haver Analytics. Source: Eurostat and National Institute of Statistics. Minor differences between National Statistical Office and Eurostat. Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2000",2.921,5.218,5.703,2.341,10.428,4.668,8.029,7.234,9.307,-5.517,-3.901,2.007,2.077,3.515,3.411,3.872,4.801,7.111,4.437,4.078,-5,3.9,2019.0
89,Romania,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: Haver Analytics. Source: Eurostat and National Institute of Statistics. Minor differences between National Statistical Office and Eurostat. Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2000",178.627,192.07,206.236,214.984,243.794,263.122,292.851,322.471,359.341,342.103,332.588,346.35,360.326,379.533,399.742,419.541,444.236,484.788,518.633,549.195,525.051,556.164,2019.0
90,Romania,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: Haver Analytics. Source: Eurostat and National Institute of Statistics. Minor differences between National Statistical Office and Eurostat. Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2000",3.025,5.344,8.679,3.133,10.974,5.347,8.666,7.876,11.93,-4.615,-3.212,2.49,2.601,3.907,3.758,4.277,5.41,7.748,5.043,4.751,-4.994,3.906,2019.0
91,Romania,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2010,45.667,34.454,22.498,15.37,11.855,8.995,6.591,4.834,7.846,5.584,6.113,5.795,3.339,4.002,1.076,-0.596,-1.555,1.344,4.631,3.825,2.245,1.455,2019.0
92,Romania,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2010,40.71,30.193,17.89,14.241,9.158,8.717,4.879,6.561,6.3,4.751,7.978,3.133,4.964,1.569,0.828,-0.947,-0.534,3.32,3.261,4.047,1.388,1.937,2019.0
93,Romania,Unemployment rate,Percent of total labor force,,"Source: Haver Analytics. Formally, Eurostat. Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Romanian leu Data last updated: 04/2020",7.646,7.331,8.288,7.838,8.027,7.153,7.144,6.314,5.544,6.284,6.971,7.146,6.794,7.096,6.802,6.812,5.902,4.927,4.187,3.912,10.1,6,2019.0
94,Romania,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Gross debt: gross debt excluding guarantees (calculated using the national presentation, i.e. GEO no 64/2007). Net debt: gross debt excluding guarantees (calculated using the national presentation, i.e. GEO no 64/2007), adjusted for currency and deposits, debt securities and loans of general government. Fiscal assumptions: The fiscal projections for 2020 reflect legislated changes up to the end of 2019. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Fiscal sector records on a majority-accrual basis, except with respect to WEO indicators, which are recorded on a GFS-01 cash basis. Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds; Other;. Also includes Road Company and Health and Employment Funds. Valuation of public debt: Face value",-3.988,-3.201,-2.595,-2.286,-3.393,-0.69,-1.36,-3.046,-4.605,-6.858,-6.365,-4.262,-2.488,-2.482,-1.719,-1.352,-2.392,-2.832,-2.819,-4.583,-8.867,-6.992,2019.0
95,Romania,Current account balance,Percent of GDP,,"Source: Haver Analytics. Formally, the National Bank of Romania. Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-2.607,-3.182,-2.673,-4.676,-7.589,-8.76,-10.511,-13.583,-11.526,-4.654,-5.144,-5.007,-4.794,-0.766,-0.16,-0.591,-1.382,-2.784,-4.381,-4.719,-5.504,-4.685,2019.0
96,Russia,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 Notes: Gross capital formation includes statistical discrepancy. National accounts manual used: System of National Accounts (SNA) 2008. SNA 2008 for 2014 and combination of SNA 1993/2008 for 2011-2013. Prior to 2011 SNA 1993. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016. The discrepancy in historical national account comes from source data which recently got rebased. In the new methodology they rebased all the components of GDP prior to Q1 2016 by using the growth rates of the old series in 2011 prices. Chain-weighted: Yes, from 1995",10.046,5.091,4.744,7.349,7.176,6.376,8.154,8.535,5.248,-7.821,4.503,5.066,3.7,1.8,0.7,-1.955,0.286,1.794,2.535,1.336,-5.466,3.496,2019.0
